state_code,msamd,census_tract_number
6,31084,2734.00
19,,0402.00
45,43900,0206.02
4,29420,9405.00
12,36740,0214.04
53,45104,0703.06
36,15380,0244.01
21,31140,9907.00
30,,9540.00
45,,0609.04
48,31180,0103.01
37,24660,0410.01
6,,0191.03
48,21340,0042.02
8,,9404.00
5,,0111.00
20,,9567.00
5,,0203.00
22,,0107.00
36,35004,5176.00
9,35980,8701.00
55,33340,0150.00
39,19380,0014.00
22,35380,0026.00
1,,9522.00
49,,1102.00
22,35380,0255.00
48,21340,0022.02
36,35644,1160.00
32,16180,0007.00
48,41700,2106.06
5,,9512.00
36,35644,0027.00
1,13820,0011.00
41,38900,0095.02
6,36084,3451.10
4,46060,0041.06
51,,0404.00
6,23420,0058.01
12,45300,0321.01
24,,9551.00
15,26180,0067.01
6,41740,0155.02
42,37964,2047.02
22,35380,0401.01
6,40140,0457.04
5,,9537.00
50,,9625.00
29,28140,0200.00
6,41740,0034.04
16,38540,0013.00
6,41884,0610.00
5,26300,0104.00
48,26420,7003.00
5,,0206.00
39,17140,0239.02
9,35300,3442.00
20,45820,0022.00
40,36420,1023.00
53,45104,0703.11
24,12580,7027.00
48,19124,0217.12
53,42644,0017.00
40,36420,9814.00
17,19180,0008.00
25,39300,6451.02
1,19460,9797.00
12,36740,0222.07
53,34580,9521.00
5,,0301.03
6,41740,0027.07
24,12580,1602.00
1,46220,0120.00
6,42044,0758.10
6,42044,0423.24
1,13820,0307.02
26,47644,2561.00
1,26620,0001.00
6,36084,4094.00
21,,9503.00
21,,2004.00
21,31140,0101.02
51,47260,0454.06
6,36084,4031.00
36,35004,1120.01
36,24020,0840.00
18,34620,0025.00
12,,9509.00
17,16974,8415.02
17,16974,8838.04
6,36084,3381.00
13,12060,0406.11
55,33460,1202.00
16,14260,0008.01
55,33340,0086.00
4,38060,5231.04
4,38060,4223.01
18,31140,0711.01
42,25420,0243.00
37,49180,0026.03
25,15764,3151.00
6,42044,0219.23
4,38060,2168.22
49,39340,0104.03
9,,3604.00
1,13820,0306.05
20,,9606.00
13,12060,1705.00
5,27860,0011.00
37,20500,0005.00
6,41884,1142.00
21,,9911.00
21,21060,0003.00
12,48424,0059.03
55,39540,0003.00
26,19804,5247.00
45,,0026.10
19,,0002.01
55,33340,2033.01
8,19740,0026.01
13,12060,0212.09
25,15764,3281.00
5,,9904.00
22,33740,0054.00
12,,9908.00
21,31140,0066.00
6,42044,0423.38
6,42044,0524.21
5,30780,0301.04
12,36740,0207.05
6,42044,0626.28
6,31084,3012.03
6,42044,0423.11
6,31084,4027.03
28,25060,0018.00
2,21820,0018.00
6,42044,0992.26
42,37964,2005.05
1,13820,0216.00
12,37860,0036.04
4,46060,0036.00
12,22744,0601.15
22,12940,9521.00
6,31084,5018.01
6,36084,3220.00
40,30020,0022.00
6,31084,1173.03
12,23020,0231.00
24,19060,0022.00
8,19740,0102.11
6,42044,0320.42
24,12580,0909.00
6,42044,0115.03
11,47894,0028.02
26,47644,1686.00
1,17980,0303.00
19,,0508.00
6,46700,2534.01
34,35644,2463.00
48,11100,9501.00
6,40900,0305.03
21,31140,0121.07
6,41884,1182.00
25,39300,6401.00
46,43620,0005.00
17,16974,8712.01
17,16974,8706.04
39,17460,1172.02
37,16740,0056.08
22,35380,0306.03
6,31084,2094.03
24,13644,7008.17
1,33660,0047.00
6,42044,0017.07
42,39740,0010.00
5,,0203.01
42,37964,4062.01
6,23420,0023.00
34,,8105.02
13,31420,0110.00
19,19780,0021.00
12,33124,0054.01
22,35380,0018.00
26,,8339.00
6,37100,0026.00
49,41620,1135.31
45,17900,0028.00
6,42044,0995.14
36,35644,0537.00
10,20100,0417.02
6,42044,0992.24
42,37964,0209.00
45,17900,0214.02
6,42044,0525.06
10,48864,0112.04
6,42044,0524.18
6,31084,5416.05
34,15804,7028.11
17,16974,8023.00
40,,9622.00
21,,0207.00
40,36420,2016.03
6,41940,5108.03
39,17140,0320.07
12,45300,0207.00
25,44140,8012.00
6,40900,0084.03
22,35380,0006.07
26,29620,0108.00
8,24300,0012.00
12,42260,0022.03
6,40140,0104.11
1,,9703.00
1,26620,0105.02
16,14260,0007.00
1,,9638.00
24,47894,8504.00
26,47644,2550.00
48,19124,0316.31
18,26900,2108.00
36,15380,0236.00
6,40140,0036.01
4,38060,4223.09
18,11300,0102.00
6,42044,0524.23
6,41940,5042.01
40,,9733.00
48,15180,0119.02
45,17900,0026.02
42,37964,2080.00
6,42044,1100.12
6,41740,0195.01
42,25420,0204.00
37,47260,
9,25540,4962.00
17,16974,2801.00
13,12060,9604.00
6,31084,5730.01
6,31084,2151.00
53,42644,0047.00
13,46660,0103.02
24,12580,2303.00
6,42044,0758.06
21,,9713.00
6,31084,5337.01
17,16974,8255.01
48,26420,5425.00
6,42044,0889.03
17,16974,8018.00
17,16974,8455.04
17,16974,0712.00
51,47894,4522.00
6,42044,0626.20
18,23844,0119.00
47,,9564.00
5,32820,0301.02
6,42044,0756.06
26,24340,0046.00
6,42044,0994.16
41,,0203.00
34,35644,0372.01
4,38060,1162.04
25,39300,6410.00
48,12420,0018.13
6,36084,4100.00
6,31084,5754.02
55,33340,0091.00
13,12060,0304.01
26,,0103.00
13,12060,0076.02
18,29140,0053.00
6,41940,5015.01
36,45060,0030.00
13,,0111.00
24,,7003.02
22,35380,0033.04
16,38540,0006.00
24,12580,3012.02
6,42044,0755.15
55,33340,0602.00
16,,9811.00
31,,9657.00
17,16974,8815.00
19,20220,0012.03
1,,9818.00
18,23844,0417.00
19,47940,0019.00
22,35380,0056.01
15,26180,0031.01
6,44700,0051.28
18,23060,0116.05
25,49340,7221.00
47,,9651.00
48,10180,0129.00
22,12940,0403.02
36,28740,9534.00
6,31084,5427.00
37,,0519.01
6,42044,0218.23
53,14740,0911.00
31,36540,0074.58
6,42044,0638.03
4,38060,4226.11
22,29340,0010.00
17,16974,6011.00
48,26420,3306.00
39,18140,0093.83
5,,0120.00
8,19740,0120.24
40,,5003.02
12,27260,0010.00
9,,2901.00
6,40140,0410.04
8,,9782.00
6,31084,5439.03
19,19340,0134.00
6,37100,0035.00
6,31084,5359.01
13,,1508.00
4,38060,4222.03
72,41980,3022.00
27,33460,1046.00
2,11260,0016.02
6,31084,1034.00
55,33340,0003.04
5,26300,0103.00
40,,9718.00
50,,9601.00
6,41740,0028.01
41,,0800.00
5,22900,0012.01
6,42044,0524.28
4,46060,0040.61
55,29404,0022.00
6,12540,0028.04
6,42044,1100.08
25,15764,3172.02
6,42044,0320.27
8,17820,0005.00
25,44140,8215.00
1,13820,0141.04
37,20500,0009.00
12,36740,0113.00
13,15260,0002.00
18,,9660.00
53,42644,0097.02
6,42044,0758.13
17,16974,0310.00
51,47260,0200.03
11,47894,0098.06
4,38060,2168.18
24,47894,8014.06
51,40060,2014.04
1,13820,0207.00
39,17460,2024.00
21,31140,0308.02
27,33460,0607.30
6,42044,0762.06
1,,9620.00
1,,9606.00
6,31084,5036.01
53,34580,9518.00
6,,5044.14
12,45300,0072.00
6,42044,0525.27
42,37964,0312.00
42,10900,0174.02
6,42044,0741.08
12,23540,0016.00
29,41180,1021.00
18,14020,0003.01
6,42044,0423.26
1,,9832.00
6,42100,1220.01
18,26900,3516.00
6,31084,4334.02
6,33700,0030.01
5,30780,0202.02
28,25620,0201.00
17,16974,0016.00
18,14020,0010.02
8,19740,0046.03
8,19740,0036.02
11,47894,0098.09
45,24860,0018.03
13,,9906.01
42,10900,0057.01
6,42044,0423.27
29,28140,0114.04
12,37460,0020.00
12,33124,0053.01
6,40140,0409.02
45,,0210.00
21,17140,0526.00
29,,
6,42044,0883.02
47,,0012.00
15,26180,0086.04
45,,0616.01
9,35300,1760.00
36,35004,4143.01
48,19124,0165.10
37,,0307.00
13,12060,0033.00
6,20940,0103.00
25,,2151.00
6,41740,0170.46
26,12980,0005.00
6,42044,0218.14
42,38300,7551.00
6,12540,0009.02
39,18140,7574.00
34,35084,0337.00
42,37964,0162.00
6,40140,0100.16
6,42220,1514.01
24,12580,3013.02
17,16974,8110.00
6,36084,4506.07
36,35644,0319.00
41,38900,0318.08
36,35644,0956.00
17,16974,6014.00
13,16860,0203.02
5,45500,0206.00
6,41740,0102.00
23,,9502.00
34,35084,0210.00
6,41940,5120.24
21,31140,0404.00
4,38060,0009.00
13,31420,0301.01
22,35380,0278.04
1,33660,0071.01
10,20100,0404.00
26,19804,5043.00
19,43580,0020.00
47,28940,0038.00
6,42044,0013.01
6,36084,3452.01
4,38060,4226.15
51,47894,9012.13
42,37964,2046.00
6,36084,4230.00
26,24340,0132.00
12,35840,0017.04
22,35380,0056.03
20,28140,0534.03
6,36084,4433.01
6,41740,0192.06
9,35300,3471.00
13,40660,0012.00
12,35840,0011.03
6,42044,0992.43
17,16974,3020.00
6,36084,3190.00
48,19124,0601.01
40,46140,0108.00
33,31700,0190.00
6,36084,3131.03
37,40580,0106.00
5,22220,0208.00
39,48260,0008.00
25,37764,2219.00
6,36084,4416.01
6,36084,3390.00
12,37860,0014.01
25,37764,2071.00
51,47260,0801.02
9,25540,4701.00
6,41940,5032.11
5,30780,0037.04
5,30780,0021.02
6,42044,0741.07
9,25540,4661.01
48,12420,0017.06
32,29820,0017.09
54,,0311.00
39,10420,5306.06
1,33660,0002.00
42,37964,0123.00
17,16974,4608.00
5,,9908.00
39,18140,0040.00
47,17300,1011.03
15,26180,0077.02
6,40140,0028.00
6,,0051.06
13,12060,0311.07
12,42260,0002.00
6,36084,4429.00
6,34900,2008.02
25,,1802.00
12,22744,0307.03
6,36084,3851.00
26,24340,0129.01
5,22900,0013.02
13,12060,0219.06
4,46060,0040.48
17,16974,8285.03
6,36084,3230.00
28,,0603.00
6,31084,5510.00
36,35644,0059.00
6,36084,4415.03
6,31084,5018.02
25,14484,1004.00
8,19740,0107.02
42,37964,0096.00
55,29404,0030.00
36,39100,0501.01
6,36084,3601.00
6,36084,4262.00
6,36084,4384.00
53,42644,0255.00
6,36084,3551.04
9,35300,1551.00
6,36084,3720.00
18,34620,0004.00
6,36084,4506.06
48,13140,0202.00
37,20500,0020.09
6,36084,4334.00
6,41740,0083.53
12,14600,0026.02
6,32900,0005.04
5,22220,9603.00
23,12620,0110.00
48,18580,0006.00
13,12060,1001.00
11,47894,0053.01
17,16974,8811.05
6,41740,0192.05
6,31084,1151.01
6,36084,4419.01
39,45780,0027.00
6,31084,9201.09
6,31084,4057.00
41,41420,0017.02
6,36084,3211.01
54,34060,9643.00
26,28020,0104.00
34,35084,0110.02
9,,9071.00
6,36084,4418.00
25,15764,3113.00
45,43900,0204.00
18,,9913.00
39,49660,9306.00
12,45220,0012.00
6,31084,6209.02
20,28140,1003.00
13,42340,0106.04
24,47894,8513.00
51,31340,0208.00
12,23540,0022.03
48,23104,1139.09
37,48900,0113.00
39,,9601.00
22,12940,0006.01
8,,9731.00
42,38300,8027.00
1,,9829.00
12,36740,0216.13
26,11460,4440.00
6,36084,3040.00
4,38060,4225.03
6,41884,0254.02
17,16974,8053.02
48,19124,0502.01
19,,0508.02
48,18580,0035.00
18,23060,0108.14
1,,0110.00
32,29820,0002.04
8,19740,0044.03
39,,0403.00
1,33860,0208.00
17,16974,8068.01
6,36084,4356.00
1,26620,0205.00
42,37964,0238.00
6,17020,0011.00
6,31084,4012.02
5,,9536.00
6,40140,0092.00
20,48620,0091.00
6,36084,4366.02
26,47644,1936.00
1,13820,0119.03
42,37964,0202.00
27,33460,0703.01
8,19740,0098.47
6,40900,0104.00
5,30780,0301.02
6,36084,3200.01
6,31084,4027.02
42,38300,8045.02
4,38060,0303.56
9,14860,0437.00
37,49180,0032.02
8,17820,0065.01
36,45060,0050.00
42,37964,0363.03
6,36084,3551.01
72,41980,5403.00
53,42644,0043.00
33,,0300.00
6,42100,1003.00
51,40060,2015.01
39,17460,1521.02
21,30460,0035.02
6,42220,1513.01
37,,
17,16974,8535.00
1,33860,0054.01
13,12060,0218.08
37,20500,0004.01
48,41700,1817.04
53,45104,0721.07
1,,9902.00
20,,9906.00
27,33460,1014.00
31,36540,0031.00
20,,9558.00
6,31084,9104.03
27,41060,0114.00
4,38060,0008.00
6,31084,4824.01
1,26620,0101.00
23,,0215.00
12,33124,0096.00
39,,0003.00
49,41620,1110.01
19,19780,0046.01
12,36740,0178.08
13,12060,0302.14
6,36084,4012.00
6,41940,5043.14
6,42044,1102.02
9,25540,6701.00
22,43340,0243.01
36,35644,0409.00
6,36084,4335.00
42,42540,1014.00
26,19804,5468.00
39,17140,0207.01
6,36084,4056.00
6,42044,0117.09
27,,9807.00
4,39140,0012.00
51,47894,4514.00
6,31084,5024.01
11,47894,0080.02
39,,9825.00
6,36084,4382.01
5,32820,0304.02
22,35380,0027.00
6,36084,4045.01
12,37340,0652.31
42,10900,0066.00
34,35084,0207.00
26,22420,0101.14
9,14860,0439.00
6,41940,5125.03
53,42644,0293.03
24,47894,8018.01
39,,9841.00
25,44140,8129.03
37,25860,0103.04
39,17140,0251.02
17,29404,8625.02
18,17140,9699.00
26,,0017.00
26,47644,1412.00
26,24340,0124.00
6,36084,3080.02
26,47644,1685.00
25,44140,0407.02
1,26620,0002.02
53,42644,0401.00
36,40380,0106.01
6,42060,0023.03
6,41740,0031.03
6,41740,0031.05
18,26900,3544.00
6,31084,2015.04
48,41700,1619.00
6,31084,7021.00
36,45060,0205.00
18,43780,0119.00
12,22744,0602.07
1,46220,0402.00
12,27260,0401.02
26,19804,5906.00
13,47580,0207.00
31,30700,0007.00
40,36420,1072.11
47,34980,0509.01
47,28940,0213.02
17,16974,1905.00
6,41740,0031.13
17,16974,2708.00
1,33860,0019.00
40,,9516.00
48,23104,1049.00
25,15764,3251.00
25,44140,8225.00
6,41740,0031.14
48,26420,2208.00
36,35644,0115.03
6,20940,0118.03
24,12580,1605.00
5,,9515.02
8,19740,0104.03
6,41740,0032.01
31,36540,0054.00
26,19804,5634.00
8,22660,0025.00
12,27260,0103.04
1,12220,0409.00
24,,9953.00
34,35644,0026.00
1,13820,0050.00
12,33124,0090.19
18,29140,0011.00
17,16974,8804.05
37,20500,0107.01
48,47380,0028.00
36,,0809.00
48,21340,0001.08
17,19500,0021.00
8,19740,0050.01
56,16220,0005.02
8,,0010.02
17,16974,0511.00
45,16700,0108.08
6,23420,0011.00
1,33660,0012.00
29,,9703.88
49,,1107.00
31,30700,0016.00
21,17140,0511.01
48,26420,6714.00
4,38060,1042.05
25,37764,2062.00
26,12980,0031.00
6,40140,0432.24
6,41740,0035.02
37,20500,9802.00
6,31084,5020.02
1,26620,0110.14
18,23844,0303.00
6,41740,0085.05
10,48864,0001.00
6,40140,0422.13
6,41740,0091.03
11,47894,0096.01
25,12700,0143.00
6,41740,0040.00
48,26420,5422.00
6,41740,0043.00
1,,9641.00
28,25060,0008.00
6,41740,0044.00
6,41940,5031.03
25,15764,3399.00
28,37700,0413.00
48,28660,9505.00
6,36084,3383.02
37,16740,0416.00
17,41180,
6,23420,0053.01
6,31084,2698.00
32,39900,0007.00
6,41884,1050.00
13,12060,1304.02
23,30340,0102.00
48,26420,4507.00
13,12060,0906.01
6,31084,2703.00
12,42680,0509.02
40,,9912.00
6,,0091.06
48,10180,0132.00
17,,0018.00
12,,
17,16974,8089.00
29,,9854.00
51,47260,0322.12
6,31084,5430.00
12,45300,0230.00
6,31084,2733.00
39,,5551.02
6,40140,0464.03
37,,0116.01
12,37340,0641.01
12,42260,0018.05
1,11500,0021.01
55,33460,9608.00
1,23460,0011.00
1,13820,
26,,0415.00
55,24580,9903.00
6,31084,2742.00
6,41884,6064.00
6,31084,5713.00
39,41780,0411.00
72,10380,9582.00
26,,2909.00
6,31084,9200.26
45,16700,0031.13
36,,0072.00
8,14500,0134.02
9,35980,7054.00
56,16940,0010.00
39,18140,0114.22
29,41180,2204.41
6,36084,4203.00
55,11540,0205.00
6,41884,1130.00
55,33340,1805.00
9,,3441.00
6,31084,2117.01
26,,0116.01
6,31084,2754.00
12,27260,0102.02
9,35300,1511.00
36,35644,0097.03
6,42044,0994.05
6,31084,2291.00
9,35980,7028.00
47,28940,0601.00
10,48864,0134.00
36,,1600.02
6,41940,5084.03
6,36084,4377.00
6,31084,5534.00
1,,9560.00
6,31084,2756.01
33,31700,0121.00
18,,9720.00
36,35004,4162.01
35,42140,0103.02
42,29540,0122.00
39,17460,1711.02
6,31084,1924.20
1,,9950.00
22,29180,0006.01
9,35300,3503.00
1,13820,0401.02
26,35660,0110.00
16,,0052.00
22,29180,0010.03
36,35644,0087.00
6,31084,2760.00
24,12580,2504.01
17,,9710.00
55,33340,4203.00
12,45300,0326.00
24,12580,7312.04
18,33140,0401.00
48,26420,3407.00
29,44180,9803.00
48,41700,1516.00
6,31084,5717.01
42,29540,0110.00
12,33124,0012.04
34,20764,8070.04
6,31084,5425.02
17,16974,6712.00
8,14500,0132.01
51,47894,2007.00
8,19740,0106.04
48,26420,4224.00
6,42060,0014.00
6,31084,6021.05
12,19660,0910.07
8,17820,0080.00
17,16974,8152.00
1,,0115.00
24,41540,0003.00
47,17300,1105.00
6,42044,0638.05
18,23844,0505.03
4,46060,0040.08
22,35380,0623.01
6,31084,2961.00
17,40420,0106.00
15,26180,0026.00
55,39540,0013.02
5,32820,0305.01
48,18580,0060.00
49,41620,1134.06
29,28140,0129.02
39,,9708.00
25,14484,4171.00
36,35644,0199.00
50,,9515.00
6,31084,2240.10
19,16300,9804.00
1,,0301.00
37,16740,0026.00
6,40140,0101.00
6,31084,2962.10
6,31084,2963.00
25,,8130.00
12,15980,0503.10
6,31084,5361.01
1,33660,0037.07
18,21140,0017.00
15,26180,0086.10
6,31084,2964.00
26,19804,5341.00
6,31084,2970.00
6,31084,2972.00
27,33460,0608.17
24,,0001.00
6,12540,0027.00
6,41740,0029.02
13,12060,0237.00
12,18880,0209.00
6,42044,0994.08
48,47380,0009.00
54,,9564.00
20,29940,0009.01
18,45460,0105.00
36,,1904.01
4,46060,0031.02
26,47644,1527.00
36,35644,0519.00
42,,0105.00
17,16974,8413.05
6,31084,3005.01
13,12060,1610.00
36,35644,0702.01
21,17140,0613.00
26,19804,5730.00
6,31084,3006.00
22,35380,0017.14
26,47644,1276.00
45,44940,0001.00
6,31084,3013.00
48,41700,1815.03
22,35380,0706.00
6,41740,0080.02
1,17980,0311.00
6,36084,4211.00
19,,0030.01
20,,9726.00
29,41180,2213.31
4,38060,2168.25
12,45300,0218.00
54,48260,0312.00
5,,9706.00
48,48660,0133.00
26,27100,0010.00
6,41884,6086.00
24,47894,8007.03
27,29100,0201.00
8,19740,0041.05
6,41940,5029.02
44,39300,0219.01
42,37964,4052.00
4,38060,0927.05
22,35380,0067.00
6,31084,2060.40
16,14260,0210.00
40,,9678.00
6,41884,0132.00
34,35644,0201.00
34,35084,0179.00
25,14484,1704.00
48,47020,0006.01
22,35380,0126.00
6,31084,5715.01
6,40140,0011.00
6,31084,4002.03
6,31084,4316.00
6,31084,4002.05
6,31084,5545.22
12,33124,0078.01
41,41420,0101.00
12,14600,0019.03
6,31084,5028.00
1,13820,0032.00
6,31084,5527.00
6,31084,4003.02
4,46060,0041.10
4,,9916.00
8,22660,0011.12
15,,0406.00
51,49020,0001.00
6,42220,1531.01
6,41500,0119.00
12,37460,0014.01
20,48620,0095.09
6,40900,0201.07
6,23420,0026.01
31,,9921.00
53,42644,0225.00
18,29020,0104.00
26,,0612.00
53,45104,0632.00
6,40900,0096.04
6,31084,1393.01
4,38060,0610.05
6,31084,1395.02
8,39380,0015.00
25,44140,0405.00
17,16974,8804.04
13,15260,
42,27780,0112.00
53,42644,0289.02
1,17980,0302.00
9,35980,6937.00
6,41740,0096.03
6,40140,0099.01
6,12540,0019.02
4,38060,4222.18
17,16974,5306.00
24,13644,7010.02
6,31084,4013.02
21,30460,0605.02
4,,9517.00
18,34620,0026.01
42,,9614.00
24,12580,3042.02
23,38860,0038.00
33,40484,0830.02
6,31084,4017.04
36,46540,0229.00
6,12540,0015.00
17,16974,7706.00
6,31084,4024.01
29,28140,9702.00
40,46140,0503.04
51,40060,8501.00
30,24500,0107.00
42,38300,4131.00
6,42044,0878.06
21,30460,0026.00
47,34980,0109.01
23,,9955.00
4,38060,1158.01
18,26900,3703.00
38,22020,0008.01
12,14600,0022.03
12,,0078.06
22,29180,0021.02
26,,9807.00
6,40900,0067.02
9,35300,1412.00
6,40140,0104.09
18,17140,9696.00
17,16974,0720.00
5,22220,0210.01
48,12420,0008.01
6,31084,4033.21
12,27260,0402.02
33,,9602.00
12,33124,0093.11
33,31700,0006.00
6,31084,6205.22
6,40900,0024.00
9,14860,0440.00
6,41740,0204.01
1,13820,0607.00
6,31084,4036.00
8,39380,0021.00
1,,0214.00
1,26620,0208.01
6,31084,5354.00
6,31084,2318.00
6,31084,4315.00
6,31084,4055.00
6,31084,4061.01
39,49660,9305.00
51,47894,0204.02
6,41940,5044.12
6,25260,0004.03
6,31084,4065.00
39,45780,0044.00
4,38060,0303.71
25,37764,2172.01
38,,9637.00
6,31084,1044.01
48,31180,0022.02
34,20764,7321.02
6,31084,4078.00
13,12060,0503.09
72,41980,0506.00
42,42540,1114.00
21,17140,0645.00
6,46700,2512.00
37,16740,0309.00
36,35644,1150.00
12,42260,0009.02
12,33124,0100.10
6,31084,4310.02
50,15540,0027.01
48,31180,0105.08
36,15380,0082.01
15,,0312.00
6,31084,4084.02
24,,9961.00
37,20500,0109.00
25,15764,3311.01
39,17460,1132.00
17,16974,8098.00
32,29820,0058.19
48,41700,1402.00
23,38860,0051.00
42,49660,0325.02
48,41700,1708.00
6,31084,4622.00
39,18140,0079.22
6,31084,4809.03
36,35004,5194.00
6,36084,3010.00
12,15980,0402.02
11,,0048.02
26,24340,0111.02
45,17900,0208.00
13,12060,0231.07
46,43620,0011.01
13,,9801.00
1,,9544.00
26,27100,0064.02
53,48300,9506.00
11,47894,0042.02
25,39300,6122.00
18,11300,0020.00
6,31084,4308.02
39,30620,0125.00
6,31084,4309.00
4,38060,2176.00
4,38060,1125.04
4,38060,3190.00
55,33340,1011.00
72,41980,5602.01
72,32420,0803.00
37,,0612.00
12,45300,0045.00
48,26420,6715.00
12,42260,0008.07
12,29460,0150.00
6,36084,4403.04
17,16974,2913.00
6,31084,2933.04
6,36084,4433.02
42,38300,8015.00
36,,9523.00
6,41740,0202.08
22,12940,0045.07
6,40900,0209.02
41,21660,0026.00
6,41740,0173.06
6,42044,0758.08
24,48864,0305.04
17,16974,8712.04
6,40140,0022.04
4,22380,0002.00
6,31084,2319.00
4,38060,3199.03
6,31084,5722.01
1,19460,0053.02
17,16974,8253.01
8,24540,0015.00
6,40900,0046.01
4,,0013.00
26,47644,1652.00
6,41940,5078.08
13,12020,1305.00
51,47894,4608.00
8,19740,0141.15
12,22744,0915.00
33,,9704.00
72,,7506.01
32,29820,0029.52
19,19340,0101.01
25,14484,5232.01
20,45820,0037.00
1,23460,0010.00
36,35004,1581.14
12,34940,0109.02
72,38660,7205.02
6,33700,0009.08
6,41940,5100.02
20,48620,0094.01
26,26100,0225.00
12,45220,0206.00
6,41940,5033.19
19,19780,0002.02
1,33660,0072.00
54,26580,0001.02
40,36420,1067.06
49,41100,2718.00
8,,9942.00
12,42260,0005.03
1,,9657.00
39,,0405.00
6,41940,5031.16
6,36084,3240.00
1,26620,0108.00
54,,9516.00
12,36740,0213.11
22,,0317.00
26,19804,5919.00
55,,9804.00
6,41940,5087.03
47,34980,0190.04
10,48864,0166.02
6,41940,5044.13
37,,9620.00
17,16974,8448.00
42,38300,6035.00
26,19804,5319.00
6,42044,0626.04
4,46060,0046.13
17,16974,8507.01
22,29180,0003.00
25,,
6,40900,0081.36
48,13140,0007.00
26,,9504.00
36,13780,0119.01
6,42044,0626.33
42,37964,1016.10
13,31420,0123.00
25,14484,4112.00
6,41940,5066.04
6,31084,5329.00
4,38060,0303.28
36,35004,1104.01
20,,9807.00
6,12540,0029.00
6,41940,5061.03
6,42044,0993.07
6,40900,0054.04
6,31084,9102.02
9,25540,5261.00
12,45300,0329.00
36,35644,0538.00
12,48424,0047.04
17,16974,8189.00
25,14484,1402.02
15,26180,0095.01
1,,9635.00
12,15980,0401.05
6,36084,3110.00
29,41180,3101.00
6,32900,0017.00
6,41940,5029.07
12,42260,0026.01
42,37964,0076.00
12,23540,0006.00
15,,0211.00
39,17460,1035.00
25,39300,6408.00
36,10580,0137.07
17,16974,1605.00
26,47644,1457.00
48,33260,0101.07
5,27860,9905.00
48,26420,2001.01
36,35644,0616.01
41,38900,0318.06
6,31084,8002.02
24,12580,6040.01
13,12060,1107.00
22,12940,0050.00
6,41940,5119.14
29,28140,0134.04
6,31084,4814.02
22,35380,0622.00
12,48424,0038.00
18,26900,1105.04
6,36084,4283.02
6,31084,5029.01
39,,9915.00
6,42044,0994.10
37,48900,0120.01
8,19740,0104.05
47,34980,0126.00
17,16974,8522.01
6,41940,5119.11
6,37100,0045.03
8,19740,0103.07
6,31084,3018.00
37,39580,0531.04
24,12580,6028.00
18,,0202.01
5,,9905.00
55,31540,0018.00
54,,0104.00
13,46660,9501.00
1,,9735.00
9,25540,4973.00
34,35084,0108.00
42,38300,9819.00
12,45300,0055.00
34,35084,3728.00
6,,0004.02
39,,9741.00
13,12060,1603.00
26,40980,0123.00
12,33124,0058.02
17,16974,8194.00
45,17900,0104.09
26,,9812.00
12,36740,0148.09
17,44100,0019.00
6,41940,5091.09
6,42060,0009.00
18,23844,0501.01
6,31084,9107.08
18,26900,3616.00
8,19740,0141.20
6,41940,5062.03
53,49420,0022.00
4,38060,1042.21
4,38060,0612.00
29,16020,9501.00
12,22744,0203.20
25,14484,5202.01
4,38060,0005.00
36,35644,0945.00
48,12420,0017.67
20,48620,0028.00
6,41940,5045.04
6,42044,0891.06
6,37100,0059.11
12,27260,0307.00
1,,9707.00
13,46660,9502.00
45,24860,0018.02
26,11460,4152.00
12,19660,0819.00
6,41884,6021.00
17,40420,0041.00
6,41940,5084.04
8,39380,0028.01
6,31084,5765.01
8,19740,0001.01
36,35644,0854.00
26,19804,5502.00
26,47644,1441.00
36,35004,1467.06
9,14860,0738.00
22,10780,0132.00
6,41940,5048.03
53,45104,0713.07
11,47894,0012.00
22,35380,0408.03
5,,0105.06
6,36084,4503.00
42,38300,1306.00
6,41940,5064.01
13,17980,9802.00
6,41740,0141.02
48,21340,0019.00
6,31084,4072.00
17,,0303.00
17,29404,8646.01
6,36084,4015.00
6,31084,3104.00
25,49340,7262.00
48,26420,3101.00
17,16974,8206.01
6,31084,4605.02
6,46700,2526.09
6,42060,0019.03
6,31084,5409.02
21,,9905.00
4,49740,0003.02
8,24300,0015.01
6,41940,5031.15
6,41940,5044.20
39,18140,0081.62
25,15764,3550.00
39,10420,6019.02
53,31020,0018.00
13,12020,0204.00
12,27260,0129.00
6,41940,5066.06
5,22220,0105.04
12,23020,0216.00
6,41940,5094.01
12,,0112.02
6,31084,5024.02
6,31084,5715.02
6,41940,5120.15
6,31084,4322.01
17,37900,0042.00
37,49180,0029.02
4,38060,0923.05
26,,0506.00
17,37900,0305.02
6,40900,0077.02
53,42644,0419.05
5,30780,0105.06
17,14060,0056.01
6,31084,5433.04
17,16580,0014.00
4,46060,0044.10
1,13820,0505.00
12,45300,0034.00
42,38300,4040.00
48,26420,3427.00
17,16974,6009.00
13,10500,9803.00
36,24020,0820.00
6,41940,5072.05
6,41740,0170.14
17,37900,0207.00
22,10780,0204.02
6,41940,5092.02
54,,9618.00
12,22744,1103.07
6,31084,2364.00
26,19804,5265.00
22,35380,0017.36
6,31084,1998.00
6,41940,5044.15
18,29140,0001.00
35,10740,0047.15
6,40900,0075.04
37,48900,0117.03
36,15380,0206.00
6,41940,5075.00
6,31084,2168.00
26,24340,0034.00
13,12260,0108.00
12,45300,0063.00
6,42044,0017.08
6,37100,0059.08
17,16974,0320.00
